protein_id	source	ncbi_taxid	genus	species	description
T_tenax_00g032610		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g044680		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g057350		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g088750		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g090400		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g108260		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g123260		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g128650		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g143740		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g150120		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g163640		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g123960		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g167800		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g175950		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g191020		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g003920		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g101450		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g105730		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g109240		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g159430		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g160760		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g026860		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g128320		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g162530		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g034840		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g035760		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g041860		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g065650		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g071710		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g111990		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g122360		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g126510		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g139050		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g160110		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g165020		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g007950		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g033830		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g053840		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g068950		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g093870		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g100150		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g138680		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g152720		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g002100		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g007620		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g016740		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g050090		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g065010		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g082360		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g109450		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g117510		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g121350		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g060000		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g063370		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g068990		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g104700		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g017220		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g022360		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g028820		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g037300		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g072220		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g088020		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g123730		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g142970		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g024750		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g031060		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g043050		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g128120		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g178020		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g013510		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g087810		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g132480		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g150690		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g006710		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g017790		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g068570		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g114880		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g135690		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g009460		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g010240		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g017860		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g020910		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g050870		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g055200		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g096680		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g098380		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g101110		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g106830		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g117490		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g118370		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g139810		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g155150		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g157150		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g157770		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g015430		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g032520		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g036710		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g087200		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g094500		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g103780		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g124940		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g153520		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g001600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g015000		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g029270		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g039470		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g080030		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g120920		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g130070		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g133670		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g037250		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g049120		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g078680		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g123390		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g144640		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g165200		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g030840		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g051630		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g057940		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g088660		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g100260		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g120180		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g077760		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g081100		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g083400		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g085100		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g089860		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g099800		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g126290		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g162870		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g068440		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g175110		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g019280		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g028440		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g047590		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g063990		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g073980		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g117450		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g157370		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g164890		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g000440		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g059930		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g125450		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g004250		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g078420		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g116360		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g116510		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g136600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g147600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g167600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g047040		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g066850		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g078110		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g104600		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g111430		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g009850		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g013690		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g060130		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g063930		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g077420		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g032330		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g038610		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g048710		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g065310		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g118200		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g048250		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g102830		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g126860		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g138780		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g027360		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g097150		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g109030		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g122390		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g181380		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g060020		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g073180		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g018260		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g121370		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g029460		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g098710		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g112570		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g164060		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g063510		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g055190		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g070150		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g168880		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g045120		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g096780		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g104120		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g008280		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g092050		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g173870		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g049470		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g115230		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g119660		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g162520		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g125910		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g082720		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g119940		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g135980		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g155140		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g035870		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g108900		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g065070		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g125700		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g097700		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g112820		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g121400		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g166640		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g074610		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g114000		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g006880		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g048360		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g184480		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g190260		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g143060		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g143800		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g016870		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g023890		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g066820		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g189380		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g081500		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g026080		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g069770		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g111890		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g140680		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g155810		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g069640		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g092530		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g019060		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g034480		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g054820		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g091620		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g080520		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g114280		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g116430		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g123640		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g185390		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g164240		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g059900		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g147630		43075	Trichomonas	tenax	hypothetical protein
T_tenax_00g156800		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g160790		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g047940		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g176420		43075	Trichomonas	tenax	hypothetical protein
T_tenax_NG.00g005820		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g006280		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g006170		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005530		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g006050		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005540		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g006140		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g006240		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005570		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005790		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005630		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005740		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005960		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005900		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005620		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005760		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g006220		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005780		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g006020		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005750		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005930		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g006000		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g006230		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005590		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g006090		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g005600		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_NG.00g006070		43075	Trichomonas	tenax	hypothetical protein 
T_tenax_00g158820		43075	Trichomonas	tenax	hypothetical protein 40S ribosomal protein S21
T_tenax_00g109980		43075	Trichomonas	tenax	hypothetical protein 60S acidic ribosomal protein P2
T_tenax_00g013410		43075	Trichomonas	tenax	hypothetical protein 60S ribosomal protein L29
T_tenax_00g039560		43075	Trichomonas	tenax	hypothetical protein 60S ribosomal protein L3
T_tenax_00g015960		43075	Trichomonas	tenax	hypothetical protein 60S ribosomal protein L3
T_tenax_00g015900		43075	Trichomonas	tenax	hypothetical protein 60S ribosomal protein L3
T_tenax_00g122240		43075	Trichomonas	tenax	hypothetical protein Alba domain-containing protein
